date,close,volume,open,high,low
4/4/2016,79.08,9796850,78.33,79.55,78.32
4/1/2016,78.73,9254098,78.24,79.02,78.2
3/31/2016,79.03,11310600,78.5,79.84,78.41
3/30/2016,78.86,10684540,79.01,79.55,78.54
3/29/2016,78.08,12521450,75.6,78.24,75.57
3/28/2016,76.48,6074844,76.45,76.89,74.9
3/24/2016,75.86,8833087,75.15,76.15,73.53
3/23/2016,76.56,10798990,78.16,78.98,76.15
3/22/2016,78.18,9136901,77,78.55,76.908
3/21/2016,78.11,15482830,77.09,79.6804,76.94
3/18/2016,76.25,13344020,74.97,76.3,74.71
3/17/2016,74.25,9421522,73.76,74.3701,73.51
3/16/2016,73.5,7700351,72.01,73.66,71.86
3/15/2016,72.23,8371271,72.62,72.84,71.75
3/14/2016,73.35,11059110,74.01,74.4199,72.89
3/11/2016,74.01,11203480,72.58,74.01,72.22
3/10/2016,71.97,11246900,72.5,73.05,70.605
3/9/2016,72.43,7276478,71.59,72.61,70.68
3/8/2016,71.07,8658430,72.4,72.65,70.96
3/7/2016,72.89,11037310,72.2,73.98,72
3/4/2016,72.22,10757150,70.96,72.96,70.72
3/3/2016,71.02,11594120,71.31,72.59,70.46
3/2/2016,71.25,10500290,72.04,72.04,70.75
3/1/2016,70.86,13999100,70.02,71.84,69.86
2/29/2016,68.81,17982150,67.64,70.58,67.56
2/26/2016,66.91,12064220,68.09,68.83,66.86
2/25/2016,66.66,14661780,65.67,66.72,64.66
2/24/2016,67.23,10773710,66.17,67.69,65.21
2/23/2016,66.97,12876500,68.5,68.66,66.465
2/22/2016,68.84,13353350,68.3,69.53,67.98
2/19/2016,67.28,12321100,66.8,67.75,66.09
2/18/2016,66.52,14529100,67,68.5,66.23
2/17/2016,66.38,14446720,67.17,67.39,65.68
2/16/2016,66.29,21714330,64.42,66.89,64.04
2/12/2016,60.89,13663750,61.27,62.78,60.28
2/11/2016,60.57,14996110,60.25,61.63,59.85
2/10/2016,61.78,8995441,61.9,63.09,60.87
2/9/2016,61.39,12733460,60.11,62.22,59.25
2/8/2016,61.1,16151610,60.9,62.05,60.45
2/5/2016,62.64,12807190,64.71,64.86,62.18
2/4/2016,64.86,22893850,64.33,65.72,63.1
2/3/2016,63.44,31907620,65.6,65.73,60.87
2/2/2016,65.09,19140890,67.05,67.7399,64.66
2/1/2016,67.03,16176000,66.5,67.7,65.35
1/29/2016,67.03,25573130,67.98,68.93,65.4
1/28/2016,66.92,33122370,72.55,73.15,66.67
1/27/2016,69.54,18182870,69.96,71.42,68.745
1/26/2016,69.77,11459120,69.01,70.19,68.88
1/25/2016,69.72,14760560,70.8,70.8,69.02
1/22/2016,70.37,15800430,72.51,73.34,69.89
1/21/2016,70.72,16552530,68.78,71.65,67.1437
1/20/2016,68.71,19446730,68.025,69.1124,65.34
1/19/2016,70.13,17359800,71.94,72.31,69.81
1/15/2016,69.59,20633510,68.7,71,67.541
1/14/2016,72.25,17703950,70.29,72.72,68.27
1/13/2016,70.29,12459980,72.77,73.239,70.22
1/12/2016,72.68,13449620,71.45,72.77,71
1/11/2016,69.92,16924110,71.29,71.73,69.02
1/8/2016,70.8,20768400,74.33,74.66,70.67
1/7/2016,72.72,27255620,73.29,75.5,71.54
1/6/2016,77.33,11560280,77.12,78.485,76.97
1/5/2016,78.63,14206820,77.92,78.68,77.26
1/4/2016,76.69,23020490,78.18,78.31,75.18
12/31/2015,81.27,6743601,81.48,82.17,81.25
12/30/2015,81.68,6961018,82.95,83.11,81.5
12/29/2015,83.26,6939916,82.5,83.51,82.41
12/28/2015,82.14,9295918,82.56,82.75,81.52
12/24/2015,83.71,3775327,84.56,84.8,83.41
12/23/2015,84.8,11219580,85.05,85.09,83.72
12/22/2015,84.84,12762320,82.89,85.1,82.89
12/21/2015,82.87,8087646,83.15,83.73,82.43
12/18/2015,82.65,12130480,83.2,83.75,82.03
12/17/2015,83.56,12972030,85,85.32,82.85
12/16/2015,84.63,16558510,83.3,85.05,82.995
12/15/2015,82.49,13040100,81.06,83.39,80.9
12/14/2015,80.57,12060830,80.15,80.76,78.99
12/11/2015,79.74,20768160,82.85,83.05,79.422
12/10/2015,84.33,10457010,83.34,84.34,82.85
12/9/2015,83.42,21904060,84.37,85.2,82.97
12/8/2015,84.38,14638050,82.77,84.67,82.61
12/7/2015,84.76,11861220,84.8,85.1299,84.2
12/4/2015,84.85,15551720,82.58,85,82.42
12/3/2015,82.59,23010410,85.05,85.1,82.1
12/2/2015,85,36584620,84.27,85.82,84.25
12/1/2015,84,26114520,83.77,84.39,83.5
11/30/2015,84.08,97825550,81.5,84.47,81.38
11/27/2015,81.38,12600340,80.57,81.41,79.275
11/25/2015,81.71,16323820,80.91,82.675,80.82
11/24/2015,80.86,15261910,80.85,81.11,79.27
11/23/2015,81.31,18734780,80.45,82.19,79.97
11/20/2015,79.95,20952660,78.44,80.785,78.4
11/19/2015,77.87,15680400,78.06,79.15,77.403
11/18/2015,77.69,16726570,78.25,78.31,76.15
11/17/2015,78.13,12456100,78.9,79.14,77.47
11/16/2015,78.3,17028510,75.83,78.75,75.77
11/13/2015,75.85,24211680,77.15,78,75.64
11/12/2015,78.76,18812170,78.99,80.5,78.45
11/11/2015,79.85,29577430,82.28,82.49,78.12
11/10/2015,81.43,21975330,81.1,82.43,79.62
11/9/2015,81.38,19080540,83.44,83.47,80.22
11/6/2015,83.61,38520430,85.53,86.35,80.77
11/5/2015,85.38,20630150,85.22,86.42,84.2
11/4/2015,85.4,23700250,84.45,85.6,84.03
11/3/2015,83.44,11635010,84,84.59,83.13
11/2/2015,84.35,13747280,83.52,84.83,82.75
10/30/2015,83.83,20660420,82.7,84.44,82.6
10/29/2015,82.22,16375850,81.97,82.53,80.82
10/28/2015,82.35,24937990,79.48,82.545,79.2001
10/27/2015,79.44,50755880,82.11,82.79,78.25
10/26/2015,76.35,24745230,75.44,77.42,75.13
10/23/2015,75.62,22463450,73.98,75.76,72.84
10/22/2015,70.99,10751510,70.16,71.63,70.07
10/21/2015,69.48,16856270,71.66,71.79,68.89
10/20/2015,71.79,11022080,72.99,73,71.55
10/19/2015,72.65,10884870,71.8,73,71.522
10/16/2015,71.99,15715120,72.5,73.64,71.21
10/15/2015,71.78,18171360,69.34,72.44,69.26
10/14/2015,68.54,12253630,69.5,69.7,67.425
10/13/2015,69.68,13045600,69.49,70.32,68.38
10/12/2015,70.3,15522900,69.64,70.47,69
10/9/2015,68.71,14739970,68.2,69.45,67.31
10/8/2015,67.7,18586720,66.04,68.41,65.96
10/7/2015,66.28,15786660,64.84,66.66,64.38
10/6/2015,63.92,9600334,63.72,64.73,63.28
10/5/2015,63.93,13579060,63.47,64.775,62.2
10/2/2015,63.2,22282630,58.36,63.24,58.2
10/1/2015,58.87,8128423,59.5,59.83,58.23
9/30/2015,58.97,16749870,58.87,60.08,58.35
9/29/2015,57.82,16749600,57.3,58.65,57.2
9/28/2015,57.39,20605160,58.81,60.12,57.315
9/25/2015,59.24,16999750,60.63,60.84,58.92
9/24/2015,59.92,20625330,59.42,60.34,58.21
9/23/2015,60,22643800,61.96,62.3,59.68
9/22/2015,61.9,14866380,62.94,63.27,61.58
9/21/2015,63.9,22339630,65.38,66.4,62.96
9/18/2015,65.75,20102640,65.4,65.75,64.01
9/17/2015,66,16565070,66.41,66.65,65.6
9/16/2015,67.23,25796990,65.61,68.08,65.26
9/15/2015,64.85,29008090,61.45,65.36,61.11
9/14/2015,62.6,26705380,62.55,63.26,61.48
9/11/2015,64.63,17727300,63.37,64.79,62.7
9/10/2015,63.83,13279660,63.52,64.25,63.34
9/9/2015,64.04,33098000,62.73,64.67,62.53
9/8/2015,60.91,50077490,65.78,66.81,60.25
9/4/2015,63.91,18145840,65.405,65.57,63.34
9/3/2015,66.47,15751070,65.821,66.89,65.41
9/2/2015,65.54,13331690,65.69,66,64.971
9/1/2015,64.83,23440420,64.38,66.84,64.05
8/31/2015,66.12,18450450,69.18,69.3,66.02
8/28/2015,70.07,10577560,69.68,70.5,69.045
8/27/2015,70.84,17694340,70.84,71.59,70.02
8/26/2015,68.66,26331660,68.95,69.45,65.75
8/25/2015,68.57,29439660,68.84,70.33,67.49
8/24/2015,65.8,31366440,58.16,67.48,58
8/21/2015,68.18,29074950,69.32,70.66,68.18
8/20/2015,70.32,20952680,71.98,72.78,70.03
8/19/2015,73.12,18172780,73.15,73.56,72.81
8/18/2015,73.88,11119290,74.05,75.13,73.73
8/17/2015,75.19,12656640,74.85,75.24,74.16
8/14/2015,74.76,12321870,74.53,75.49,74.46
8/13/2015,75.11,23178840,74,76.73,73.66
8/12/2015,73.38,41149810,72.32,73.85,71.03
8/11/2015,77.34,22889700,79.481,80,76.15
8/10/2015,80.47,11240080,79.86,80.99,79.5
8/7/2015,78.82,8723472,79.65,80.2,78.66
8/6/2015,78.96,9281352,79.85,80.75,78.64
8/5/2015,79.82,7476442,79.59,80.42,79.48
8/4/2015,78.87,8485033,78.07,79.354,77.8
8/3/2015,77.99,9263379,78.2,78.5,77.11
7/31/2015,78.34,12588690,79.85,79.905,78.2
7/30/2015,79.96,6849318,80.11,80.64,79.45
7/29/2015,80.26,7148103,80.98,81.3689,80.01
7/28/2015,80.56,12102020,80.67,80.8,79.25
7/27/2015,81.4,12101800,80.85,81.7,79.68
7/24/2015,83.02,8728740,85.17,85.38,82.65
7/23/2015,83.88,7413160,84.66,84.97,83.25
7/22/2015,84.15,11189880,82.16,84.75,82
7/21/2015,82.54,5726138,83.11,83.25,82.22
7/20/2015,82.67,8121285,83.56,83.68,82.05
7/17/2015,83.36,14479080,81.99,83.7,81.58
7/16/2015,81.53,8570022,81.39,82,80.9
7/15/2015,80.73,9509203,80.9,81.5,80.21
7/14/2015,81.5,7513216,81.58,82.02,81.1301
7/13/2015,81.86,10321770,80.92,82.2,80.7
7/10/2015,80.3,11218440,81.13,81.2,79.84
7/9/2015,79.04,19766980,80.93,81.19,79.04
7/8/2015,77.94,22664420,76.58,78.79,76.22
7/7/2015,79.62,34215050,79.45,79.79,76.21
7/6/2015,80.23,11648780,80.56,81.5,80.12
7/2/2015,82.07,6755965,82.12,82.32,81.78
7/1/2015,82.46,5943523,82.6,83,81.99
6/30/2015,82.27,12592550,82.58,83.69,81.96
6/29/2015,81.07,15171110,81.64,82.88,80.8
6/26/2015,83.28,12650160,84.63,84.65,82.82
6/25/2015,85.24,8920327,85.47,85.6,84.9
6/24/2015,85.17,9432304,85.163,85.81,84.85
6/23/2015,85.08,11401180,85.98,86.34,84.83
6/22/2015,85.68,7131306,86.07,86.4,85.58
6/19/2015,85.74,10235470,86.51,86.6,85.17
6/18/2015,86.75,11726210,86.97,87.59,86.32
6/17/2015,86.8,10237830,86.58,87.8,86.48
6/16/2015,86.09,10972050,86.003,86.7,85.6101
6/15/2015,86.12,10195080,86.3,87.17,86.05
6/12/2015,86.63,9957114,87.42,87.79,86.48
6/11/2015,87.21,13657310,89.03,89.48,87.1
6/10/2015,88.9,12528620,87.7,88.99,87.2
6/9/2015,87.58,16049550,88.04,88.18,86.12
6/8/2015,88.29,15673140,90.65,91.6,88.2427
6/5/2015,90.71,11330920,90.46,91.6,90.46
6/4/2015,90.59,8681231,90.71,91.41,90.27
6/3/2015,90.79,9412430,90.73,91.04,89.9
6/2/2015,90.51,9847447,90.55,91.54,90.19
6/1/2015,90.78,9898365,90.09,90.99,89.49
5/29/2015,89.32,13842370,91.35,91.5,89.32
5/28/2015,90.95,14201790,91.69,91.93,90.58
5/27/2015,92.6,9499495,92.22,92.99,91.6
5/26/2015,92.52,15633300,93.65,93.92,91.55
5/22/2015,93.27,22167580,94.28,95.06,93.19
5/21/2015,93.88,40631840,91.35,94.77,90.92
5/20/2015,90.7,29769210,88.14,90.8,87.3
5/19/2015,88.21,20501750,86.99,88.8,86.47
5/18/2015,87.11,13446440,87.61,87.93,86.61
5/15/2015,88.46,13405930,88.51,88.96,88.05
5/14/2015,88.4,12072240,87.74,88.48,87.53
5/13/2015,87.53,18976180,87.08,88.47,87
5/12/2015,86.77,16008630,87.05,87.5,86.14
5/11/2015,86.72,19746590,86.7,87.67,86.06
5/8/2015,87.06,30125530,87.82,88.27,86.89
5/7/2015,86,69386700,88.83,89.29,84.91
5/6/2015,80,23584490,79.65,80.85,79.51
5/5/2015,79.54,32634700,80.44,80.9,77.77
5/4/2015,80.59,21468230,81.17,81.56,80.12
5/1/2015,81.17,17875970,81.03,82.25,80.11
4/30/2015,81.29,14138770,82.22,82.65,80.4399
4/29/2015,82.45,21074790,84.06,84.4,81.64
4/28/2015,85.08,11097470,85.54,85.57,83.82
4/27/2015,84.9,17394170,85.53,86.27,84.65
